,Source,Text,Category,Date,Explanation,Label
16254,Barack Obama,"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",National,"Sunday, August 24th, 2008","Cause and effect? Possible, but not clear",Mostly True
16255,Joe Biden,"Says McCain once said that on ""the most important issues of our day, I've been totally in agreement and support of President Bush.""",National,"Saturday, August 23rd, 2008",That's what McCain said -- in 2005,True
16256,John McCain,Obama wants to increase the size of government by 23 percent.,National,"Saturday, August 23rd, 2008",McCain's math is not even close,Pants on Fire!
16257,Joe Biden,"Says McCain ""supported George Bush's policies 95 percent of the time.""",National,"Saturday, August 23rd, 2008",Cherry-picking McCain's record,Half-True
16258,Barack Obama,John McCain has seven houses.,National,"Friday, August 22nd, 2008",UPDATED: Eight houses for John & Cindy McCain,Mostly True
16259,Barack Obama,"McCain, ""voted against renewable sources of energy, against biofuels, against solar power, against wind power.... """,National,"Friday, August 22nd, 2008",McCain has done a little for renewable energy,Mostly True
16260,Barack Obama,"""I argued for years that we need to move from a 'Musharraf policy' to a 'Pakistan policy.' """,National,"Thursday, August 21st, 2008",Obama stretches foresight on Musharraf,Mostly False
16261,Barack Obama,"""Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).""",National,"Thursday, August 21st, 2008",McCain's record on Iraq: eager to attack,True
16262,Barack Obama,"""The fact is that although we have had a president who is opposed to abortion over the last eight years, abortions have not gone down.''",National,"Thursday, August 21st, 2008",Abortion numbers have gone down,False
16263,Jerome R. Corsi,"Barack Obama ""openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006.""",National,"Wednesday, August 20th, 2008",Obama did not take sides in Kenya,False
16264,Jerome R. Corsi,"Barack Obama has ""pledged to reduce the size of the military.""",National,"Wednesday, August 20th, 2008",Obama wants to increase the size of the military,False
16265,Jerome R. Corsi,"Barack Obama ""rejects everyone white, including his mother and his grandparents.""",National,"Wednesday, August 20th, 2008",Obama does not reject his family,Pants on Fire!
16266,John McCain,"""It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.""",National,"Tuesday, August 19th, 2008","McCain hits the mark on Georgian history, more or less",Mostly True
16267,Barack Obama,"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill.",National,"Monday, August 18th, 2008",68 million acres isn't going untouched,False
16268,John McCain,On torture.,National,"Monday, August 18th, 2008",McCain consistently opposed to torture,No Flip
16269,John McCain,"On Obama, ""The press warns the 'Taxman Cometh.'""",National,"Friday, August 15th, 2008",The distortions cometh,Mostly False
16270,Chain email,Says Obama replaced the American flag on the tail of his plane with his campaign logo.,National,"Friday, August 15th, 2008",Airline logo replaced with campaign logo,Mostly True
16271,John McCain,"The musical Mamma Mia! has ""been selling out for years.""",National,"Friday, August 15th, 2008",McCain knows ABBA,True
16272,Barack Obama,"McCain's attacks on Obama are 'not true,' 'false,' 'baloney,' according to media outlets.",National,"Thursday, August 14th, 2008",Off on the wrong footnotes,Half-True
16273,Barack Obama,"John McCain worries about nuclear waste in Arizona, but not in Nevada.",National,"Wednesday, August 13th, 2008",McCain thinks Yucca site will be more secure,Mostly False
16274,Democratic National Committee,"McCain is ""raising campaign cash with one of (Jack) Abramoff's closest business partners: scandal-plagued conservative activist Ralph Reed.""",National,"Wednesday, August 13th, 2008","McCain teams up with old rival, scandals notwithstanding",True
16275,Barack Obama,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",National,"Wednesday, August 13th, 2008",McCain's on Georgia's side (so is Obama),True
16276,John McCain,"Obama ""promises more taxes on small business, seniors, your life savings, your family.""",National,"Tuesday, August 12th, 2008","For the most part, only if you're high-income",Mostly False
16277,Barack Obama,On a timetable to withdraw from Iraq.,National,"Tuesday, August 12th, 2008",Obama sticks to his Iraq plan,No Flip
16278,Barack Obama,"""McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' """,National,"Tuesday, August 12th, 2008","McCain opposed ""Buy American"" rules",True
16279,John McCain,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",National,"Tuesday, August 12th, 2008","Obama's tax plan hits $200,000 and up",False
16280,John McCain,"""First, he (Obama) opposed the surge. Then he confidently predicted that it would fail. Then he tried to prevent funding for the troops who carried out the surge.""",National,"Tuesday, August 12th, 2008",Obama tried to defund troops? Not exactly,Half-True
16281,Barack Obama,"John McCain offers ""billions in tax breaks for oil and drug companies, but almost nothing for families like yours.""",National,"Monday, August 11th, 2008",Tax breaks for all companies; credit for kids.,Mostly False
16282,John McCain,"Barack Obama promises higher taxes on ""the sale of your home.""",National,"Friday, August 8th, 2008",Only the wealthy make big profits.,Mostly False
16283,Barack Obama,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent.""",National,"Friday, August 8th, 2008",Obama inflates this tire claim,False
16284,John McCain,"""Obama voted to raise taxes on people making just $42,000.""",National,"Friday, August 8th, 2008","Obama voted for budget resolution, not taxes.",Mostly False
16285,Barack Obama,"John McCain refuses to support a new bipartisan energy bill ""because it would take away tax breaks from oil companies like Exxon Mobil.""",National,"Thursday, August 7th, 2008",McCain opposes taxes but hasn't commented on bill,False
16286,Barack Obama,"""Big oil's filling John McCain's campaign with $2-million in contributions.""",National,"Wednesday, August 6th, 2008",Make that <i>at least</i> $2-million,Mostly True
16287,John McCain,"Spending increases, not tax cuts, are the major cause of the federal budget deficit.",National,"Wednesday, August 6th, 2008","Right, but tax cuts were a major factor, too",Mostly True
16288,Barack Obama,On using the Strategic Petroleum Reserve.,National,"Tuesday, August 5th, 2008","Emergency now, but not then?",Full Flop
16289,Barack Obama,On offshore drilling.,National,"Tuesday, August 5th, 2008",More compromise than change of heart,Half Flip
16290,Barack Obama,"""We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.""",National,"Tuesday, August 5th, 2008",Not overinflated (though it sounds like it),True
16291,Chain email,"John McCain will keep the estate tax at 0 percent, the same as it is now.",National,"Monday, August 4th, 2008","Larger estates will be taxed, just like now",False
16292,Chain email,"Barack Obama wants to ""restore"" the estate tax that George W. Bush ""repealed.""",National,"Monday, August 4th, 2008",Bush didn't repeal it; Obama would expand it,False
16293,Chain email,"""Obama will charge a 28 percent tax on all home sales.""",National,"Monday, August 4th, 2008",Not Obama's policy,False
16294,Barack Obama,On public financing of his campaign.,National,"Monday, August 4th, 2008","He said he'd pursue it, but opted out",Full Flop
16295,John McCain,On the Bush tax cuts.,National,"Monday, August 4th, 2008",McCain used to oppose tax cuts,Full Flop
16296,John McCain,On offshore drilling.,National,"Monday, August 4th, 2008",McCain's cheerleading for drilling is new,Half Flip
16297,Barack Obama,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",National,"Friday, August 1st, 2008",Obama right about increased energy costs,True
16298,Barack Obama,"""I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.""",National,"Friday, August 1st, 2008",Obama cites ethnicity in mortgage crisis,True
16299,Campaign Money Watch,"""John McCain intervened, which helped Airbus get that Pentagon contract.""",National,"Thursday, July 31st, 2008",Letters don't amount to intervening,Mostly False
16300,John McCain,"Obama ""says he'll raise taxes on electricity.""",National,"Thursday, July 31st, 2008",No tax offered on electricity,Mostly False
16301,Campaign Money Watch,"""McCain got more money from Airbus' U.S. executives than any other politician.""",National,"Thursday, July 31st, 2008",McCain campaign bouyed by Airbus execs and lobbyists,True
16302,VoteVets.org,"""Sen. McCain would occupy Iraq indefinitely, against their wishes.""",National,"Wednesday, July 30th, 2008",No fresh evidence of what McCain would do,False
16303,Barack Obama,"""Wild Bill Hickok had his first duel in the town square here. And the family legend is that he is a distant cousin of mine.""",National,"Wednesday, July 30th, 2008",Just call him Wild Barack Obama,True
16304,John McCain,"Barack Obama ""is more to the left of the announced Socialist in the United States Senate.""",National,"Tuesday, July 29th, 2008",If you look at one narrow source,Mostly False
16305,John McCain,"""He made time to go to the gym, but canceled a visit with wounded troops. Seems the Pentagon wouldn't allow him to bring cameras.""",National,"Tuesday, July 29th, 2008",Damned if you don't,Mostly False
16306,Chain email,"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",National,"Monday, July 28th, 2008",Event was delayed as group talked to troops,False
16307,John McCain,"In the wake of hurricanes Katrina and Rita, offshore drilling ""did not cause any real difficulties.""",National,"Friday, July 25th, 2008","Disaster, no. Difficulties, yes.",Half-True
16308,Barack Obama,"""I have little doubt that we've moved into recession at this point.""",National,"Friday, July 25th, 2008",He probably should have some doubt,Mostly False
16309,Let Freedom Ring,Says Obama flip-flopped on withdrawing troops from Iraq.,National,"Thursday, July 24th, 2008","His tone changed, but not his position",False
16310,Let Freedom Ring,Says Obama flip-flopped on banning handguns.,National,"Thursday, July 24th, 2008",On the fence . . . consistently,Half-True
16311,Let Freedom Ring,Says Obama has flip-flopped on public campaign financing.,National,"Thursday, July 24th, 2008","Obama said he'd pursue it, but opted out",True
16312,Barack Obama,"""Sen. McCain's economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn't provide any tax relief to more than 100-million middle-class families.""",National,"Wednesday, July 23rd, 2008","Something for the middle, more for the top",Mostly False
16313,John McCain,"""We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.""",National,"Wednesday, July 23rd, 2008",You didn't actually have to live that long,Half-True
16314,Republican National Committee,"Obama ""voted against critical resources: no to individual body armor, no to helicopters, no to ammunition, no to aircraft.""",National,"Wednesday, July 23rd, 2008",RNC goes cherry-picking,Mostly False
16315,Barack Obama,McCain has switched to Obama's position on more troops to Afghanistan.,National,"Tuesday, July 22nd, 2008","Ground conditions have changed, too",True
16316,Barack Obama,"""For at least a year now, I have called for two additional brigades, perhaps three.""",National,"Tuesday, July 22nd, 2008",Obama proposed more troops in '07,True
16317,John McCain,"Obama ""voted against funding our troops.""",National,"Monday, July 21st, 2008",McCain cites one protest vote,Half-True
16318,John McCain,"""Obama never held a single Senate hearing on Afghanistan.""",National,"Monday, July 21st, 2008",The campaign trail leaves little time for hearings,Mostly True
16319,John McCain,"""Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!""",National,"Monday, July 21st, 2008","Sure, and blame Obama for bad tomatoes, too",False
16320,John McCain,"Obama ""hasn't been to Iraq in years.""",National,"Monday, July 21st, 2008",True on the day the ad was released,Mostly True
16321,Barack Obama,"""We've heard talk about curbing our use of fossil fuels in nearly every State of the Union address since the oil embargo of 1973.""",National,"Friday, July 18th, 2008","Senator, did you check all those State of the Union addresses? We did",Mostly True
16322,John McCain,"""I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.""",National,"Thursday, July 17th, 2008",Not perfect with all the veterans,False
16323,John McCain,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",National,"Thursday, July 17th, 2008","Killing the bill, or making it better?",Half-True
16324,John McCain,"""There are many health insurance plans that will cover Viagra but won't cover birth-control medication.""",National,"Wednesday, July 16th, 2008",27 states mandate equitable coverage,Mostly False
16325,Barack Obama,"""McCain used to buck his party on immigration by fighting for comprehensive reform. . . . But when he was running for his party's nomination, he . . . said that he wouldn't even support his own legislation if it came up for a vote.""",National,"Wednesday, July 16th, 2008",Backtracking on the path to citizenship,Mostly True
16326,John McCain,"""Barack Obama said he would debate 'anywhere, anytime' but has rejected joint town hall meetings.""",National,"Tuesday, July 15th, 2008",Obama seems to have change of heart,Half-True
16327,John McCain,"""I investigated Abramoff and people ended up in jail.""",National,"Tuesday, July 15th, 2008","Raised awareness, but doesn't get sole credit",Mostly True
16328,Barack Obama,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",National,"Tuesday, July 15th, 2008",Obama-Lugar measure included weapons of mass destruction,True
16329,John McCain,Says Obama flip-flopped on warrantless wiretapping.,National,"Tuesday, July 15th, 2008",What a difference eight months makes,True
16330,Chain email,"Barack Obama wants to ""unilaterally disarm our nation.""",National,"Tuesday, July 15th, 2008","Obama wants to reduce stockpiles, not disarm",False
16331,Democratic National Committee,John McCain has given erratic and inconsistent answers on when troops should return from Iraq.,National,"Friday, July 11th, 2008",Ad takes most of McCain quotes out of context,Mostly False
16332,Barack Obama,"The U.S. government spends less on energy innovation ""than the pet food industry invests in its own products.""",National,"Friday, July 11th, 2008",This dog won't hunt,False
16333,John McCain,"U.S. forces in Iraq and Afghanistan include a ""few thousand that are still green card holders who are not even citizens of this country.""",National,"Friday, July 11th, 2008","Thousands of ""green card"" soldiers in Iraq",True
16334,John McCain,"Barack Obama has ""reversed"" on his commitment ""to begin withdrawing American troops from Iraq immediately.""",National,"Thursday, July 10th, 2008",Obama shifts emphasis on Iraq but not position,False
16335,Barack Obama,"""McCain will give more tax breaks to big oil.""",National,"Thursday, July 10th, 2008","Big oil, like all companies, would get tax break",Mostly False
16336,John McCain,"""If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.""",National,"Wednesday, July 9th, 2008",McCain's argument tangential at best,False
16337,Barack Obama,"""Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.""",National,"Wednesday, July 9th, 2008",No shortage of choppers for floods,False
16338,John McCain,"""Throughout his time in elected office, Barack Obama has taken multiple positions on banning handguns and the D.C. handgun ban.""",National,"Tuesday, July 8th, 2008",Obama consistently on the fence,Half-True
16339,Chain email,"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",National,"Tuesday, July 8th, 2008",Fake column spreads unfounded claims,False
16340,John McCain,"""The Iranians continue – in the view of every objective observer – continue to pursue the acquisition of nuclear weapons.""",National,"Monday, July 7th, 2008",No consensus on Iran's nuke program,False
16341,Republican National Committee,"Says Obama opposes lower gas taxes, nuclear power, new offshore drilling and doesn't have ""new solutions"" to the energy crisis.",National,"Monday, July 7th, 2008","RNC ad right on drilling and taxes, wrong on other points",Half-True
16342,Joe Biden,John McCain has changed position on invading Iraq.,National,"Thursday, July 3rd, 2008",McCain doesn't flip-flop much on Iraq,Mostly False
16343,Chain email,McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs.,National,"Wednesday, July 2nd, 2008",Fellow POW backs up McCain's story,True
16344,Bob Barr,"""The legislation ... that Senator McCain supports would provide the authority for the federal government to surveille American citizens in their own country without any suspicion whatsoever that they're engaging in discussions with terrorists or about criminal activity.""",National,"Wednesday, July 2nd, 2008","While on Big Brother watch, Barr hits McCain",True
16345,Wesley Clark,"McCain ""hasn't held executive responsibility.""",National,"Tuesday, July 1st, 2008","McCain ran a Navy unit of 1,000 people",False
16346,Ralph Nader,"""I didn't say"" it doesn't really matter whether Gore or Bush is president.",National,"Monday, June 30th, 2008","Nader almost said Gore=Bush, but not quite",Mostly False
16347,Barack Obama,"Obama says his bill ""reduced welfare rolls nearly 80 percent.""",National,"Monday, June 30th, 2008","Welfare rolls dropped, but not just because of law",Half-True
16348,Ralph Nader,"""The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.""",National,"Monday, June 30th, 2008","Number stands up, even if other details don't",Mostly True
16349,Ralph Nader,"""He won't even support his colleague's ... motion to censure the Bush administration for systemic repeated illegal wiretaps.""",National,"Monday, June 30th, 2008",Obama hasn't backed censure for Bush,True
16350,John McCain,"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""",National,"Friday, June 27th, 2008",This 007 claim is out of ammo,Pants on Fire!
16351,John McCain,Says Obama opposes offshore drilling and a gas tax holiday.,National,"Friday, June 27th, 2008",James Bond-inspired ad is on target about drilling and gas taxes,True
16352,John McCain,"""I've always said it's (offshore drilling) up to the states and I still say that.""",National,"Thursday, June 26th, 2008","McCain's change in posture, not position",Mostly True
16353,Barack Obama,"""When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position.""",National,"Thursday, June 26th, 2008","McCain flipped on payroll taxes, if only once",True
16354,Barack Obama,"""These steps (a middle-class tax cut, national health care plan, foreclosure prevention fund, Social Security fix and more) are all paid for.""",National,"Wednesday, June 25th, 2008",'Paid for' without real money,Mostly False
16355,Barack Obama,"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",National,"Wednesday, June 25th, 2008","He didn't brand them all ""pork""",Half-True
16356,Barack Obama,"Barack Obama ""extended health care for wounded troops who'd been neglected.""",National,"Tuesday, June 24th, 2008",He helped but wasn't a major player,Half-True
16357,John McCain,"""You know, the approval rating of Congress is down to 13 percent.""",National,"Tuesday, June 24th, 2008",He's got some numbers to back him up,True
16358,Barack Obama,"Barack Obama ""cut taxes for working families.""",National,"Monday, June 23rd, 2008",Obama was not a solo performer,Mostly True
16359,Barack Obama,"Barack Obama ""passed laws moving people from welfare to work.""",National,"Monday, June 23rd, 2008",Obama co-sponsored Illinois welfare reform,Mostly True
16360,Barack Obama,"""More than half of all black children live in single-parent households, a number that has doubled — doubled — since we were children.""",National,"Monday, June 23rd, 2008",Statistics don't lie in this case,True
16361,Barack Obama,"We're borrowing money from China and Saudi Arabia ""to finance this war"" in Iraq.",National,"Friday, June 20th, 2008","Other countries, too",Half-True
16362,John McCain,"""I joined the Gang of 14, seven Republicans, seven Democrats, so that we wouldn't blow up the United States Senate. Sen. Obama had the opportunity to join that group. He chose not to.""",National,"Friday, June 20th, 2008",Obama not one of the Gang,True
16363,John McCain,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",National,"Friday, June 20th, 2008",Pushing the envelope to link debt and energy,Half-True
16364,John McCain,"""We must deal with the here and now and assure affordable fuel for America by increasing domestic production.""",National,"Thursday, June 19th, 2008",No relief at pump here and now,False
16365,John McCain,"""George Bush, and a Republican Congress, have presided over a 55 percent increase in the size of domestic government spending in the last seven years.""",National,"Wednesday, June 18th, 2008","Right on the number, just a year off",Mostly True
16366,John McCain,"Obama ""wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas.""",National,"Wednesday, June 18th, 2008","Yes, Obama wants to tax windfall profits",Mostly True
16367,Republican National Committee,"""Obama has maintained a friendship with a now convicted felon.""",National,"Wednesday, June 18th, 2008","Friends, perhaps, but out of touch",Mostly True
16368,Republican National Committee,Obama couldn't have afforded his home without Rezko's help.,National,"Tuesday, June 17th, 2008","There's no ""gotcha"" here",False
16369,John McCain,"""John McCain stood up to the president and sounded the alarm on global warming ... five years ago.""",National,"Tuesday, June 17th, 2008",McCain spoke up early,True
16370,Republican National Committee,"""Did Obama know that Tony Rezko was saving him $300,000 on the purchase of his home?""",National,"Tuesday, June 17th, 2008",No proof Rezko saved Obama money on home,False
16371,Barack Obama,"""McCain lobbied for (a) $10-million pork project honoring conservative justice.""",National,"Tuesday, June 17th, 2008",It sure looks like pork,Mostly True
16372,John McCain,"""In just a few years in office, Sen. Obama has accumulated the most liberal voting record in the Senate.""",National,"Monday, June 16th, 2008",Obama not No. 1 in other ratings,Mostly False
16373,Barack Obama,"John McCain opposed bankruptcy protections for families ""who were only in bankruptcy because of medical expenses they couldn't pay.""",National,"Monday, June 16th, 2008",No exemptions for debtors,True
16374,Democratic National Committee,"John McCain says he never supported the privatization of Social Security, even though video shows he did.",National,"Friday, June 13th, 2008",'Privatization' gets 'personal',Half-True
16375,John McCain,"""I've supported every investigation (into Hurricane Katrina) and ways of finding out how – what caused the tragedy. I've met with people on the ground. I've met with the governor.""",National,"Wednesday, June 11th, 2008",With two notable exceptions,Mostly False
16376,John McCain,"Sen. Obama wants to ""enact the single largest tax increase since the Second World War.""",National,"Wednesday, June 11th, 2008",Two wrongs don't make a right,False
16377,Republican National Committee,"Obama's plan to raise the capital gains tax ""hurts the middle class.""",National,"Wednesday, June 11th, 2008","Mostly, higher incomes pay capital gains tax",Mostly False
16378,Chain email,"From Obama's book: ""I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.""",National,"Tuesday, June 10th, 2008",Obama didn't write that,Pants on Fire!
16379,Chain email,"Obama said he would ""stand with the Muslims should the political winds shift in an ugly direction.""",National,"Tuesday, June 10th, 2008","Not Muslims, but Arab-Americans",False
16380,John McCain,"""The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.""",National,"Monday, June 9th, 2008",Navy's record unblemished,True
16381,John McCain,"""Casualties and deaths are at (their) lowest point since literally the beginning"" of the war.",National,"Friday, June 6th, 2008",McCain overstates good news out of Iraq,Half-True
16382,John McCain,"When the United States invaded Iraq, Saddam Hussein wanted to acquire weapons of mass destruction, and ""he said so himself after his capture.""",National,"Thursday, June 5th, 2008",Hussein did say he hoped to get WMD,True
16383,Republican Party of Florida,"""Fidel Castro endorses Obama.""",National,"Thursday, June 5th, 2008",Castro not stumping for Obama,Pants on Fire!
16384,Barack Obama,"""Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao — and these were folks who have done horrendous damage not only to their own countries but to other countries.""",National,"Wednesday, June 4th, 2008","Yes, but you can't lump Gorbachev with Mao",Mostly True
16385,John McCain,"""Obama voted to support President Bush between 40 and 50 percent of the time over the past two years.""",National,"Wednesday, June 4th, 2008",Obama and Bush found common ground,True
16386,Barack Obama,"""John McCain decided to stand with George Bush 95 percent of the time (last year).""",National,"Wednesday, June 4th, 2008","That's what the votes show, yes",True
16387,Hillary Clinton,"""We are winning the popular vote.""",National,"Tuesday, June 3rd, 2008",Counting votes is tricky this year,Mostly False
16388,Barack Obama,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",National,"Monday, June 2nd, 2008","Present for votes, but not a player",True
16389,John McCain,"""We have drawn down to presurge levels. Basra, Mosul and now Sadr City are quiet and it's long and it's tough and there will be setbacks.""",National,"Monday, June 2nd, 2008",McCain's off on Iraq details,Mostly False
16390,Barack Obama,"""I think we came down here (to Florida) one time ... but we weren't actively fundraising here.""",National,"Friday, May 30th, 2008","Maybe not a lot, but Obama held fundraisers",False
16391,Chain email,"Obama's wife wrote a paper in college that said America was a nation founded on ""crime and hatred"" and that whites in America are ""ineradicably racist.""",National,"Friday, May 30th, 2008",Her senior thesis doesn't say that,Pants on Fire!
16392,Chain email,"Obama's wife said her goal in life was to put the black community ""first and foremost.""",National,"Friday, May 30th, 2008",E-mail takes college work out of context,Half-True
16393,John McCain,"""Sen. Obama has been to Iraq once.""",National,"Thursday, May 29th, 2008",McCain leads in Iraq trips 8-1,True
16394,Barack Obama,"""I had an uncle ... who was part of the first American troops to go into Auschwitz and liberate the concentration camps.""",National,"Tuesday, May 27th, 2008","Uncle liberated camp, but not Auschwitz",Mostly True
16395,Hillary Clinton,"It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""",National,"Monday, May 26th, 2008",Campaign in '68 didn't start until March,Mostly False
16396,Barack Obama,"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""",National,"Friday, May 23rd, 2008",They were hired,True
16397,Barack Obama,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,National,"Friday, May 23rd, 2008","Obama's right, McCain's campaign said it doesn't matter",True
16398,Barack Obama,"""Ten years ago, John McCain offered a bill that said he would ban a candidate from paying registered lobbyists.""",National,"Friday, May 23rd, 2008",McCain proposed bill that didn't pass,True
16399,Barack Obama,"""Privatizing Social Security was a bad idea when George W. Bush proposed it. It's a bad idea today. Sen. McCain's campaign went even further ... suggesting ... to cut cost-of-living adjustments or to raise the retirement age.""",National,"Thursday, May 22nd, 2008",Reading too much into McCain's ambitions,Mostly False
16400,MoveOn.org,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",National,"Thursday, May 22nd, 2008","He's rich, but that's not his housing fix",Mostly False
16401,John McCain,"""Sen. Obama has declared, and repeatedly reaffirmed his intention to meet the president of Iran without any preconditions.""",National,"Wednesday, May 21st, 2008",He has said it again and again,True
16402,John McCain,"Iran ""might not be a superpower, but the threat the government of Iran poses is anything but 'tiny,'"" as Obama says.",National,"Wednesday, May 21st, 2008",McCain twists Obama's words,False
16403,Barack Obama,"A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies.""",National,"Wednesday, May 21st, 2008",Obama goes too far to make his point,Half-True
16404,Barack Obama,"John McCain ""is one of the few senators of either party who oppose this bill (to expand education aid for veterans) because he thinks it's too generous.""",National,"Monday, May 19th, 2008","McCain's opposed, but he's not alone",Mostly False
16405,MoveOn.org,"McCain ""voted against a bill to ban waterboarding, and then applauded President Bush for vetoing that ban.""",National,"Monday, May 19th, 2008",Waterboarding one aspect of larger measure,Half-True
16406,Barack Obama,"""NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.""",National,"Monday, May 19th, 2008",Government report backs up Obama,True
16407,John McCain,"""Obama himself voted against funding our nation's veterans and troops in the field during a time of war.""",National,"Monday, May 19th, 2008","In protest, Obama voted against",Mostly True
16408,Hillary Clinton,"""The White House is won in the swing states, and I am winning the swing states.""",National,"Friday, May 16th, 2008",Numbers don't add up,Mostly False
16409,MoveOn.org,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",National,"Thursday, May 15th, 2008","True, but Hagee has since recanted",True
16410,MoveOn.org,"""The pastor McCain calls his 'spiritual guide,' Rod Parsley, believes America's founding mission is to destroy Islam, which he calls a 'false religion.' """,National,"Thursday, May 15th, 2008","Parsley and McCain relationship appears political, not spiritual",Half-True
16411,Hillary Clinton,"""If West Virginia had voted for our Democratic nominee in 2000 and 2004, we wouldn't have had to put up with George Bush for the last 7 years.""",National,"Thursday, May 15th, 2008","2000, yes, but not 2004",Half-True
16412,John McCain,"""They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).""",National,"Wednesday, May 14th, 2008","They have. Yours, in fact",False
16413,Bloggers,"""Clinton's former pastor convicted of child molestation.""",National,"Wednesday, May 14th, 2008",Oops! Wrong Clinton!,Pants on Fire!
16414,Bob Barr,"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit.""",National,"Tuesday, May 13th, 2008",Billions of difference amounts to not much,Mostly True
16415,John Boehner,"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy.",National,"Tuesday, May 13th, 2008",Misquoting Obama's remarks,False
16416,Hillary Clinton,"""We borrow money from the Chinese to buy oil from the Saudis.""",National,"Monday, May 12th, 2008","Yes - and we borrow from the Saudis, too",Mostly True
16417,John McCain,"""It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.""",National,"Friday, May 9th, 2008","Praise, but not a formal endorsement",Mostly True
16418,Barack Obama,"""More people without health care since George Bush took office; more children in poverty since George Bush took office.""",National,"Thursday, May 8th, 2008","More uninsured, but blame skewed",Mostly True
16419,John McCain,"""We spend a staggering amount of money on health care — over $2-trillion and almost twice as much as any other country per person.""",National,"Thursday, May 8th, 2008","First in health spending, but not far ahead",Half-True
16420,Barack Obama,"""Clinton aides admit it (a gas tax holiday) won't do much for you – but would help her politically.""",National,"Wednesday, May 7th, 2008","Aides said ""even if"" it doesn't work",Mostly False
16421,Florida Consumer Action Network,"""For what we spend in just one week in Iraq, 800,000 children could get health insurance for an entire year.""",National,"Wednesday, May 7th, 2008",That money could insure twice as many kids,Mostly True
16422,John McCain,"""My friend, we have increased the size of government by some 40 percent just in the last few years.""",National,"Wednesday, May 7th, 2008",His percentage is right; his amount is not,Mostly True
